Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Man Up,,Man Up & Man Down,Man Up,3-3 Twist,Twist - 3 Defenseman High,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=QItHRTJ49Z7SMUEXYo2l"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=QItHRTJ49Z7SMUEXYo2l,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.",284,Twist - 3 Defenseman High,Twist,Extra-Man - Man-Down - Ride,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.""",2021-01-03T14:31:06.260Z,2025-02-09T00:29:27.191Z
Man Up,,Man Up & Man Down,Man Up,3-3 Twist,Twist - Throw Backward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CRVOf0dv5mVcrhiAj2fF"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=CRVOf0dv5mVcrhiAj2fF,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.",281,Twist - Throw Backward,Twist,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.""",2021-01-03T14:31:06.260Z,2025-01-30T19:10:47.641Z
Man Up,,Man Up & Man Down,Man Up,3-3 Twist,Twist - Throw Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cU3LX6irjriuxQDvxIfT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=cU3LX6irjriuxQDvxIfT,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.",282,Twist - Throw Forward,Twist,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.""",2021-01-03T14:31:06.260Z,2025-04-17T23:46:11.145Z
Man Up,,Man Up & Man Down,Man Up,Virginia’s Man Up Motions into a 3-3,UVA MU - 2-3-1 to 3-3,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8ueg0ZApZqb7xTGntv5I"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=8ueg0ZApZqb7xTGntv5I,,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 2-3-1 to 3-3 emphasizes the shooting ability of #6 Dox Aitken by using #5 Matt Moore to seal the top right defenseman for him.",297,UVA MU - 2-3-1 to 3-3,UVA MU,Extra-Man - Man-Down,"""Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 2-3-1 to 3-3 emphasizes the shooting ability of #6 Dox Aitken by using #5 Matt Moore to seal the top right defenseman for him.""",2021-01-03T14:31:06.260Z,2025-01-30T03:23:28.303Z
Man Up,,Man Up & Man Down,Man Up,Virginia’s Man Up Motions into a 3-3,UVA MU - 3-3 to 3-3,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=v2j7wezgLzT0ZDkaFAY3"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=v2j7wezgLzT0ZDkaFAY3,,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 3-3 to 3-3 Man Up Motion emphasizes the feeding ability of #2 Michael Kraus to exploit the off ball 2v1 between #22 Ryan Conrad and #3 Ian Laviano. This is also a quick hitter play that is traditionally run vs Man Down Defenses that use 3 players to defend the top 3 players in the man up.",298,UVA MU - 3-3 to 3-3,UVA MU,Extra-Man - Man-Down,"""
Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s 3-3 to 3-3 Man Up Motion emphasizes the feeding ability of #2 Michael Kraus to exploit the off ball 2v1 between #22 Ryan Conrad and #3 Ian Laviano. This is also a quick hitter play that is traditionally run vs Man Down Defenses that use 3 players to defend the top 3 players in the man up.""",2021-01-03T14:31:06.260Z,2025-02-11T05:20:42.969Z
Man Up,,Man Up & Man Down,Man Up,Virginia’s Man Up Motions into a 3-3,UVA MU - Open to 3-3,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=g6IQhhy79FYSyM8QKkRs"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=g6IQhhy79FYSyM8QKkRs,,,"Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s Open to 3-3 Motion emphasizes the 2nd pass options that #5 Matt Moore will have after receiving the first pass from #2 Michael Kraus.",299,UVA MU - Open to 3-3,UVA MU,Extra-Man - Man-Down,"""
Virginia’s Man Up Offense is an excellent example of how using simple motions to put playmakers in the right positions can be all you need.

Virginia’s Open to 3-3 Motion emphasizes the 2nd pass options that #5 Matt Moore will have after receiving the first pass from #2 Michael Kraus.""",2021-01-03T14:31:06.260Z,2025-02-11T05:21:07.916Z
Man Up,,Man Up & Man Down,Man Up,3-3 Twist,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XU92vwwK3hM0K8VdleVa"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=XU92vwwK3hM0K8VdleVa,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.",283,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,Vs a Lock Off,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.""",2022-03-27T11:41:51.745Z,2025-03-26T20:43:52.672Z
Man Up,,Man Up & Man Down,Man Up,Vs a Lock Off,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu,,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.",300,Vs a Lock Off - Twist - Throw Backward - Seal Rotation,Vs a Lock Off,Extra-Man - Man-Down,"""Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.""",2022-03-27T11:46:24.254Z,2024-03-11T21:01:39.799Z
Man Up & Man Down,,,Man Up & Man Down,Base Swings,1-4-1 Man Up Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5,,,1-4-1 Man Up Swing,236,1-4-1 Man Up Swing,1-4-1 Man Up Swing,Extra-Man - Man-Down,1-4-1 Man Up Swing,2021-01-11T13:52:49.743Z,2021-01-11T13:54:44.828Z
Man Up & Man Down,,,Man Up & Man Down,Base Swings,2-2-2 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU,,,2-2-2 Swing,237,2-2-2 Swing,2-2-2 Swing,Extra-Man - Man-Down,2-2-2 Swing,2021-01-11T13:56:28.644Z,2021-01-11T19:32:24.269Z
Man Up & Man Down,,,Man Up & Man Down,Base Swings,2-3-1 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA,,,2-3-1 Man Up Swing,238,2-3-1 Swing,2-3-1 Swing,Extra-Man - Man-Down,2-3-1 Man Up Swing,2021-01-11T13:49:14.348Z,2021-01-11T13:51:05.820Z
Man Up & Man Down,,,Man Up & Man Down,Base Swings,3-3 Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ,,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
",239,3-3 Swing,3-3 Swing,Extra-Man - Man-Down,"""Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
""",2021-01-11T13:38:57.149Z,2024-05-15T19:51:44.018Z
Offense,,,Offense,Set Plays,1-4-1 AT,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BwbBhCuLB7OzonXmcVaY"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=BwbBhCuLB7OzonXmcVaY,,,A great set play with many reads and looks.,466,1-4-1 AT,1-4-1 AT,Offense,A great set play with many reads and looks.,2022-02-16T12:34:37.843Z,2024-03-12T00:45:13.363Z
Offense,,,Offense,Set Plays,1-4-1 Double Mumbo,Double,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=P2v6sjaCGcODVFbDWZBa"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=P2v6sjaCGcODVFbDWZBa,,,This play is designed to give your best shooters a step-down shot from 8-10 yards,467,1-4-1 Double Mumbo,1-4-1 Double Mumbo,Offense,This play is designed to give your best shooters a step-down shot from 8-10 yards,2020-12-29T17:15:45.853Z,2024-03-04T04:31:16.700Z
Offense,,,Offense,Set Plays,1-4-1 Double Mumbo to Weave,Double,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XemubuaV5Lq6ZRQHtrUU"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=XemubuaV5Lq6ZRQHtrUU,,,This play is designed to give your best shooters a step-down shot from 8-10 yards,468,1-4-1 Double Mumbo to Weave,1-4-1 Double Mumbo to Weave,Offense,This play is designed to give your best shooters a step-down shot from 8-10 yards,2024-02-13T21:13:26.129Z,2025-04-29T21:20:56.549Z
Offense,,,Offense,2-2-2 Set,2-2-2 - Swing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sJK7dubOxdoD4KKDVzvv"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=sJK7dubOxdoD4KKDVzvv,,,Top - is a 2-2-2 initiation where the players up top set the initial pick.,313,2-2-2 - Swing,2-2-2,Offense,Top - is a 2-2-2 initiation where the players up top set the initial pick.,2021-03-03T02:30:52.054Z,2025-03-01T02:02:26.126Z
Offense,,,Offense,LaxCon 2022 Presentation Examples,21-12 Lax Con Example,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wLkvTmnR5zKWEVrlfxd4"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=wLkvTmnR5zKWEVrlfxd4,,,Lax Con 21-12 Example Walk Through,407,21-12 Lax Con Example,21-12 Lax Con Example,,Lax Con 21-12 Example Walk Through,2022-01-05T02:49:23.942Z,2024-02-01T18:44:49.310Z
Offense,,,Offense,How to Beat a Zone,3-3 Zone Gaps and Soft Spots,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9,,,This is a play in the 1-4–1 carry step off offense.,380,3-3 Zone Gaps and Soft Spots,3-3 Zone Gaps and Soft Spots,,This is a play in the 1-4–1 carry step off offense.,2022-02-20T11:49:33.648Z,2024-05-10T15:45:28.374Z
Offense,,,Offense,LaxCon 2022 Presentation Examples,4-2 Offense LaxCon Example,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B,,,This is an overview and example of the 4-2 Cuse Offense,408,4-2 Offense LaxCon Example,4-2 Offense LaxCon Example,,This is an overview and example of the 4-2 Cuse Offense,2022-01-05T03:18:48.879Z,2025-01-19T18:05:48.409Z
Offense,,,Offense,7v7,4v4 - Pass Down Pick Down,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF,,,Pass Down Pick Down and Cycle Offense.,349,4v4 - Pass Down Pick Down,4v4,Offense - Intermediate - Beginner - Whole Unit (8+),Pass Down Pick Down and Cycle Offense.,2021-01-09T01:59:28.251Z,2021-01-09T02:41:30.841Z
Offense,,,Offense,7v7,4v4 - Up Pick Nations,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fWa3Z4x24GvLq7Zkt8uE"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=fWa3Z4x24GvLq7Zkt8uE,,,A 3 Pass Pick and Roll that works like a charm in 7v7.,350,4v4 - Up Pick Nations,4v4,Offense - Intermediate - Beginner - Whole Unit (8+),A 3 Pass Pick and Roll that works like a charm in 7v7.,2021-01-09T01:59:28.251Z,2021-01-09T02:27:12.396Z
Offense,,,Offense,7v7,4v4 - Y Offense,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tLDw3x5K0AsYPpRbsOFP"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tLDw3x5K0AsYPpRbsOFP,,,The Y Offense is a simple and effective motion offense. This offense uses the dodge follow float motion with a player at X,351,4v4 - Y Offense,4v4,Offense - Intermediate - Beginner - Whole Unit (8+),The Y Offense is a simple and effective motion offense. This offense uses the dodge follow float motion with a player at X,2021-01-09T01:59:28.251Z,2021-01-09T02:27:57.763Z
Offense,,,Offense,Set Plays,Army - Inbounds Play,Set Play Inbounds,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp,,,The Army inbounds play is a carry throw back on board with a seal and cut inside and up top.,469,Army - Inbounds Play,Army,Offense,The Army inbounds play is a carry throw back on board with a seal and cut inside and up top.,2021-03-25T20:16:10.802Z,2024-02-01T18:43:49.325Z
Offense,,,Offense,Duke Fade and Follow,Backside Cut After Drawing,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=M25CffvlBE6KQ06vD2AW"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=M25CffvlBE6KQ06vD2AW,,,A play you can use vs a zone with shorty top center and on the crease.,376,Backside Cut After Drawing,Backside Cut After Drawing,,A play you can use vs a zone with shorty top center and on the crease.,2022-07-07T12:30:40.835Z,2024-12-20T17:54:28.341Z
Offense,,,Offense,Set Plays,Butterfly,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY,,,This is a simple pick or dodging play that should free up an player slipping to the cage.,470,Butterfly,Butterfly,Offense,This is a simple pick or dodging play that should free up an player slipping to the cage.,2022-03-18T15:17:01.087Z,2023-09-08T14:01:35.947Z
Offense,,,Offense,Set Plays,Carolina Alley to Sweep,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG,,,,481,Carolina Alley to Sweep,Carolina Alley to Sweep,,,2021-04-25T12:30:36.652Z,2021-04-29T16:16:14.698Z
Offense,,,Offense,Set Plays,Chaos Substitution Trick Play for 2,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr,,,Trick play run by Chaos for 2 Points vs Archers,480,Chaos Substitution Trick Play for 2,Chaos Substitution Trick Play for 2,Offense - Advanced,Trick play run by Chaos for 2 Points vs Archers,2022-06-11T11:35:41.914Z,2024-02-28T21:28:24.757Z
